latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
14.586995,121.002785,9.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),relative_humidity_2m_max (%),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h)
2019-09-19,26.0,27.6,25.2,26.70,93,89,21.9
2019-09-20,25.5,26.8,24.5,42.60,94,90,24.1
2019-09-21,26.4,28.9,23.5,0.60,98,83,17.3
2019-09-22,26.8,29.6,23.8,0.00,96,82,12.8
2019-09-23,27.6,30.5,24.7,0.60,97,84,9.4
2019-09-24,27.3,29.3,25.0,1.90,98,87,6.0
2019-09-25,27.4,30.1,25.0,3.00,99,87,6.2
2019-09-26,27.5,29.9,25.6,5.20,95,86,8.2
2019-09-27,27.9,30.2,25.6,1.30,97,86,6.8
2019-09-28,28.1,30.6,25.6,2.10,94,84,9.4
2019-09-29,27.5,29.7,26.0,6.90,93,84,17.9
2019-09-30,27.0,28.5,25.9,6.40,93,87,22.0
2019-10-01,27.1,29.6,24.9,2.90,98,88,12.6
2019-10-02,26.5,30.0,24.2,4.60,98,89,8.7
2019-10-03,27.0,30.3,24.2,2.70,96,84,10.3
2019-10-04,26.7,29.0,24.9,8.80,95,87,10.6
2019-10-05,27.3,30.0,24.8,0.50,96,85,12.5
2019-10-06,27.3,30.4,24.2,1.80,99,84,10.5
2019-10-07,27.7,32.0,24.4,0.30,96,80,10.9
2019-10-08,27.9,31.1,24.8,3.00,99,82,6.6
2019-10-09,27.3,31.1,24.8,2.10,99,85,8.9
2019-10-10,27.2,30.4,24.4,2.50,95,84,9.7
2019-10-11,26.9,29.4,24.6,4.50,99,85,15.0
2019-10-12,27.0,30.4,25.0,1.80,94,82,11.0
2019-10-13,27.4,30.9,24.4,0.70,96,77,14.5
2019-10-14,27.0,30.9,23.5,0.60,98,80,10.4
2019-10-15,27.3,31.2,23.6,0.80,99,79,12.9
2019-10-16,27.3,31.1,24.2,0.80,98,81,10.1
2019-10-17,27.6,30.6,24.6,0.40,97,82,9.3
2019-10-18,28.1,30.6,25.6,0.90,95,80,11.1
2019-10-19,27.7,30.4,25.5,8.70,93,84,9.0
2019-10-20,27.6,30.9,25.1,3.60,95,82,14.0
2019-10-21,27.7,30.1,24.8,0.30,97,83,9.7
2019-10-22,27.7,30.5,24.9,0.60,95,80,6.5
2019-10-23,27.9,30.8,25.0,3.30,93,80,7.9
2019-10-24,27.7,30.6,24.5,1.90,96,83,11.2
2019-10-25,28.0,31.4,24.7,1.20,97,78,10.5
2019-10-26,27.9,32.2,24.5,0.10,97,77,13.2
2019-10-27,28.2,32.2,25.1,4.10,95,77,18.2
2019-10-28,27.4,30.8,25.3,2.70,95,82,17.1
2019-10-29,28.0,31.0,25.6,0.70,93,79,21.3
2019-10-30,26.8,30.0,24.1,1.80,98,87,11.2
2019-10-31,27.8,32.0,24.9,12.30,95,80,12.6
2019-11-01,26.6,29.5,25.4,31.80,95,88,8.9
2019-11-02,26.7,29.4,24.6,6.10,96,88,10.9
2019-11-03,26.8,29.2,24.0,11.30,97,86,14.8
2019-11-04,27.0,30.0,25.0,7.90,96,87,17.6
2019-11-05,26.9,29.3,25.5,11.90,95,88,10.5
2019-11-06,26.8,30.0,25.6,9.60,96,89,14.5
2019-11-07,26.9,29.6,24.9,0.70,96,85,15.6
2019-11-08,27.1,30.8,24.6,8.70,95,85,14.5
2019-11-09,27.1,30.6,24.9,5.50,96,87,8.0
2019-11-10,26.4,29.0,23.9,0.20,92,84,10.8
2019-11-11,26.8,29.8,25.3,0.50,98,83,10.8
2019-11-12,26.6,28.9,24.2,0.90,88,81,10.1
2019-11-13,26.4,29.4,24.0,0.00,91,78,15.0
2019-11-14,25.6,27.2,24.0,1.90,96,85,14.7
2019-11-15,26.9,29.8,24.6,4.60,99,84,14.4
2019-11-16,27.3,29.8,25.0,1.30,99,86,9.6
2019-11-17,27.7,29.6,25.1,0.80,95,82,13.0
2019-11-18,27.0,29.6,24.1,0.70,97,85,21.3
2019-11-19,27.9,30.5,25.1,0.30,93,81,10.3
2019-11-20,27.1,30.3,25.0,6.90,95,84,16.8
2019-11-21,26.7,29.1,24.5,1.30,97,86,9.1
2019-11-22,26.9,29.2,24.8,3.60,96,86,6.9
2019-11-23,26.7,29.4,24.6,0.90,96,88,9.7
2019-11-24,27.1,31.2,24.1,1.70,100,85,9.0
2019-11-25,26.9,30.6,24.4,6.60,97,86,9.7
2019-11-26,27.0,31.0,24.1,2.10,99,82,18.4
2019-11-27,27.5,31.6,25.0,1.60,100,82,15.8
2019-11-28,27.5,31.0,25.1,0.40,91,74,16.1
2019-11-29,26.3,30.6,23.1,0.00,94,76,17.2
2019-11-30,25.6,29.6,22.5,0.00,95,75,15.9
2019-12-01,26.4,30.5,23.5,0.00,82,69,18.5
2019-12-02,27.1,30.4,25.2,1.10,79,71,28.6
2019-12-03,25.7,26.4,23.9,51.30,87,84,42.3
2019-12-04,27.2,30.2,25.2,0.70,93,82,24.5
2019-12-05,26.9,29.5,25.0,1.40,94,85,7.1
2019-12-06,26.4,28.9,23.9,1.00,98,87,13.0
2019-12-07,26.3,29.0,24.1,0.70,95,82,12.6
2019-12-08,25.6,29.6,23.0,0.00,91,76,13.4
2019-12-09,25.7,29.4,23.1,0.00,94,77,13.8
2019-12-10,25.5,28.4,22.9,4.30,96,84,11.3
2019-12-11,26.2,29.2,23.5,1.90,96,85,5.8
2019-12-12,26.0,30.0,22.7,1.30,100,83,16.6
2019-12-13,26.6,31.4,22.7,0.20,100,80,12.5
2019-12-14,27.0,31.1,23.6,0.20,99,81,14.0
2019-12-15,27.1,31.3,24.5,0.30,100,82,17.8
2019-12-16,26.8,31.3,23.0,0.00,100,82,19.8
2019-12-17,26.5,31.5,22.0,0.00,99,78,17.3
2019-12-18,26.9,31.5,23.2,0.30,98,77,17.0
2019-12-19,26.5,30.8,23.0,1.80,97,80,10.8
2019-12-20,26.6,30.5,23.1,1.30,97,80,14.5
2019-12-21,26.4,30.6,23.0,2.30,98,80,16.0
2019-12-22,26.5,30.4,22.9,0.00,97,79,10.1
2019-12-23,25.9,28.5,22.2,2.30,100,85,11.7
2019-12-24,26.8,31.6,24.5,0.50,87,71,18.3
2019-12-25,26.3,29.2,24.6,27.20,95,80,22.3
2019-12-26,26.8,29.7,24.2,4.30,95,84,20.1
2019-12-27,27.2,30.0,24.9,0.20,89,79,16.3
2019-12-28,26.8,30.2,23.0,0.20,95,76,23.0
2019-12-29,26.4,30.3,23.5,0.00,94,76,24.7
2019-12-30,26.5,30.9,23.4,0.10,96,79,13.6
2019-12-31,26.9,31.1,24.0,0.80,96,76,14.6
2020-01-01,26.4,30.8,22.8,2.70,99,83,20.7
2020-01-02,26.6,31.2,22.5,0.00,93,75,17.5
2020-01-03,26.1,31.0,22.3,0.00,93,71,17.6
2020-01-04,26.3,31.0,23.1,0.00,95,75,17.7
2020-01-05,26.2,30.5,23.2,0.00,89,71,20.7
2020-01-06,26.6,31.6,23.0,0.00,90,69,19.1
2020-01-07,26.7,31.8,23.5,10.80,97,79,18.0
2020-01-08,26.2,29.5,23.0,1.20,95,82,9.4
2020-01-09,25.9,30.6,22.6,0.00,96,77,13.3
2020-01-10,25.8,29.9,22.1,2.20,97,79,14.5
2020-01-11,26.3,30.2,23.1,1.40,96,79,12.7
2020-01-12,26.1,29.2,23.0,2.00,97,81,7.3
2020-01-13,26.0,28.9,23.4,1.40,96,83,14.5
2020-01-14,26.1,29.3,22.8,1.20,97,79,11.2
2020-01-15,26.4,30.5,23.1,0.80,97,77,15.9
2020-01-16,27.1,31.0,24.3,0.00,93,77,11.6
2020-01-17,26.5,29.0,24.3,1.80,96,85,7.4
2020-01-18,26.5,30.0,23.6,1.30,95,81,12.7
2020-01-19,26.0,29.1,23.0,1.10,94,79,13.6
2020-01-20,26.0,29.9,22.8,0.20,91,74,20.5
2020-01-21,25.3,29.0,21.0,0.00,95,70,25.4
2020-01-22,25.7,30.2,22.2,0.00,95,69,22.9
2020-01-23,26.1,31.0,23.1,0.10,91,68,20.2
2020-01-24,25.6,29.1,23.5,2.60,97,85,9.5
2020-01-25,26.4,29.8,23.7,1.30,97,83,17.9
2020-01-26,26.7,30.0,23.7,0.20,94,82,14.1
2020-01-27,26.3,29.9,23.6,0.30,99,81,14.8
2020-01-28,26.5,30.5,22.8,0.30,97,78,10.0
2020-01-29,25.9,29.7,22.9,0.00,92,75,13.1
2020-01-30,25.6,28.9,22.0,0.00,91,71,21.0
2020-01-31,24.9,28.0,21.7,0.40,85,72,8.9
2020-02-01,24.9,29.4,20.9,0.80,94,69,18.7
2020-02-02,24.9,29.5,21.4,0.70,91,70,20.2
2020-02-03,24.0,29.0,19.9,0.40,93,69,20.5
2020-02-04,25.4,30.5,21.8,0.00,88,66,12.4
2020-02-05,26.8,31.2,23.8,0.00,97,70,14.8
2020-02-06,27.0,31.8,24.0,0.70,87,71,20.2
2020-02-07,26.4,29.1,24.1,4.90,99,83,8.9
2020-02-08,26.8,30.9,24.4,1.50,97,80,12.3
2020-02-09,25.3,27.6,22.9,0.50,96,78,15.2
2020-02-10,25.3,29.7,21.3,0.00,93,68,20.9
2020-02-11,25.4,30.6,20.9,0.00,94,65,22.7
2020-02-12,25.7,31.2,21.5,0.00,96,69,23.4
2020-02-13,25.9,29.8,22.4,2.00,94,73,20.7
2020-02-14,27.1,31.4,22.9,0.00,94,69,25.2
2020-02-15,26.6,31.6,21.9,0.00,95,69,27.3
2020-02-16,27.1,32.0,23.1,0.00,96,74,20.0
2020-02-17,26.4,29.2,23.4,3.80,91,76,9.1
2020-02-18,26.0,30.7,22.0,0.20,88,67,21.1
2020-02-19,25.7,31.2,21.2,0.00,84,63,16.6
2020-02-20,25.6,30.7,22.0,0.00,77,58,20.1
2020-02-21,25.9,31.0,21.5,0.00,89,67,28.0
2020-02-22,26.0,31.6,22.1,0.00,88,63,23.5
2020-02-23,26.7,31.9,22.8,0.20,97,70,23.5
2020-02-24,26.7,31.5,22.5,1.00,97,73,22.6
2020-02-25,26.6,31.8,21.9,0.00,96,69,23.0
2020-02-26,26.8,31.4,23.1,0.70,95,71,14.1
2020-02-27,26.8,32.7,21.8,0.10,96,67,20.9
2020-02-28,26.9,32.4,22.6,0.00,93,65,21.7
2020-02-29,27.3,32.6,22.6,0.00,93,65,25.3
2020-03-01,27.2,32.0,23.1,0.00,83,66,18.8
2020-03-02,27.3,33.2,22.5,0.00,92,64,23.2
2020-03-03,27.4,32.8,23.0,0.00,95,67,16.6
2020-03-04,27.0,31.8,22.0,0.00,96,70,16.9
2020-03-05,27.6,32.7,23.7,0.00,93,65,21.7
2020-03-06,28.2,32.5,24.2,0.10,90,67,13.6
2020-03-07,28.3,32.0,25.5,0.70,88,72,20.9
2020-03-08,28.7,33.7,25.1,1.20,97,74,14.4
2020-03-09,28.7,33.8,25.1,2.20,96,76,19.4
2020-03-10,28.4,32.8,25.5,0.70,94,76,15.5
2020-03-11,28.5,33.1,25.3,0.30,81,69,21.3
2020-03-12,28.5,33.0,24.0,0.00,92,65,29.8
2020-03-13,28.5,33.2,23.9,0.20,87,66,14.7
2020-03-14,28.4,33.5,24.0,0.10,89,66,18.1
2020-03-15,27.6,30.8,24.5,1.90,89,71,11.7
2020-03-16,27.7,32.0,24.1,1.60,88,69,18.4
2020-03-17,27.7,31.8,24.7,0.60,82,66,19.4
2020-03-18,27.7,32.8,23.5,0.20,92,66,21.7
2020-03-19,28.3,32.9,24.5,0.00,88,66,24.0
2020-03-20,28.2,32.6,24.0,1.30,91,68,18.9
2020-03-21,28.8,33.7,25.0,0.20,87,66,18.5
2020-03-22,29.0,33.8,24.6,0.60,89,67,18.5
2020-03-23,28.7,34.5,23.0,0.00,92,61,20.4
2020-03-24,28.6,33.2,24.8,0.40,81,64,20.0
2020-03-25,28.4,33.7,23.2,0.00,91,61,25.9
2020-03-26,28.7,34.5,24.2,0.00,92,63,24.9
2020-03-27,28.9,34.1,25.1,0.70,89,66,24.2
2020-03-28,29.6,34.5,25.2,0.00,86,62,20.4
2020-03-29,29.4,34.5,25.5,0.40,84,63,25.7
2020-03-30,29.1,33.8,25.0,2.40,83,65,18.3
2020-03-31,29.4,35.2,24.6,0.00,92,63,19.1
2020-04-01,29.7,34.8,26.0,0.60,83,65,19.5
2020-04-02,28.6,33.9,23.5,0.90,96,66,25.5
2020-04-03,29.2,35.3,24.2,0.00,89,61,20.3
2020-04-04,29.1,34.4,25.0,0.00,83,62,19.3
2020-04-05,28.7,34.4,23.6,0.00,95,62,24.0
2020-04-06,29.2,34.2,25.4,0.40,89,63,24.6
2020-04-07,29.3,33.5,26.0,1.30,86,67,18.8
2020-04-08,29.2,33.4,26.2,1.70,83,67,10.6
2020-04-09,28.5,31.7,25.5,2.20,96,74,12.1
2020-04-10,29.1,33.6,25.5,0.30,91,67,16.6
2020-04-11,29.4,33.2,26.2,1.50,88,67,17.9
2020-04-12,28.5,31.9,25.5,2.40,90,75,15.6
2020-04-13,28.0,32.4,25.6,9.30,88,77,11.6
2020-04-14,27.6,31.5,25.2,1.10,86,71,21.4
2020-04-15,28.4,32.2,24.9,3.10,95,74,13.3
2020-04-16,28.3,32.8,25.6,4.00,90,77,12.0
2020-04-17,29.2,33.7,26.1,1.30,86,70,14.7
2020-04-18,29.3,34.2,26.5,1.10,84,72,12.2
2020-04-19,30.1,35.0,25.9,0.00,88,65,23.6
2020-04-20,29.9,34.7,26.2,2.20,87,67,15.6
2020-04-21,30.6,35.8,26.8,0.00,83,61,25.9
2020-04-22,30.5,35.0,26.3,0.00,91,68,19.8
2020-04-23,30.4,35.2,26.6,0.10,83,65,18.2
2020-04-24,30.6,36.1,26.5,0.00,86,62,22.5
2020-04-25,30.3,35.5,26.8,0.40,85,65,17.6
2020-04-26,30.2,35.6,26.4,0.10,88,66,14.3
2020-04-27,29.7,34.6,25.2,1.90,89,66,18.8
2020-04-28,30.0,36.2,25.5,0.00,86,61,23.2
2020-04-29,30.0,34.4,26.6,0.00,82,64,14.9
2020-04-30,29.9,35.2,26.0,0.00,87,64,21.4
2020-05-01,30.3,35.2,26.1,0.40,84,63,18.0
2020-05-02,30.8,35.5,27.4,0.30,83,61,18.8
2020-05-03,30.0,33.5,27.6,1.40,86,71,15.9
2020-05-04,31.6,36.3,28.1,0.90,80,65,20.8
2020-05-05,31.6,37.0,27.7,0.20,84,64,25.2
2020-05-06,30.7,35.4,26.9,5.00,91,72,19.7
2020-05-07,30.9,34.1,28.0,0.40,82,70,17.3
2020-05-08,31.6,35.8,27.7,0.10,85,64,16.8
2020-05-09,30.7,35.8,27.5,1.30,88,69,18.7
2020-05-10,29.9,35.1,26.8,2.70,91,74,7.7
2020-05-11,30.9,35.5,27.0,1.00,87,66,13.8
2020-05-12,30.5,35.5,26.5,2.60,94,71,16.3
2020-05-13,30.0,34.3,26.7,4.80,94,73,12.2
2020-05-14,29.8,34.3,27.0,12.20,92,75,12.8
2020-05-15,26.6,28.1,25.9,137.20,93,89,71.2
2020-05-16,28.1,30.6,26.8,8.40,91,84,14.8
2020-05-17,28.7,32.5,26.2,6.00,96,83,12.8
2020-05-18,29.2,32.1,27.0,4.80,97,83,12.3
2020-05-19,28.7,31.6,26.8,10.40,97,85,11.3
2020-05-20,29.4,32.8,27.2,8.10,92,81,10.6
2020-05-21,29.3,33.0,27.2,2.60,94,82,13.5
2020-05-22,29.4,31.9,27.0,6.90,93,81,14.8
2020-05-23,28.1,30.8,25.7,14.90,95,86,20.9
2020-05-24,28.9,32.5,26.1,2.00,94,80,16.6
2020-05-25,29.5,32.0,27.4,0.00,98,82,9.0
2020-05-26,29.6,32.2,27.4,3.50,91,78,6.1
2020-05-27,28.9,32.6,26.8,10.20,93,82,11.5
2020-05-28,28.0,32.2,25.4,4.70,96,84,14.7
2020-05-29,28.7,32.5,25.8,3.30,97,82,13.0
2020-05-30,28.9,32.3,26.5,2.30,93,80,11.8
2020-05-31,29.4,33.5,25.6,0.00,89,70,17.0
2020-06-01,29.3,32.5,26.5,0.50,95,78,9.4
2020-06-02,29.5,33.0,26.6,0.90,98,77,15.5
2020-06-03,30.1,32.9,27.5,2.20,88,73,11.3
2020-06-04,29.8,33.0,26.9,3.10,91,77,10.5
2020-06-05,30.5,33.8,27.1,1.10,92,72,8.7
2020-06-06,30.8,35.0,27.4,0.00,89,67,13.1
2020-06-07,29.2,33.8,25.8,4.90,97,76,14.7
2020-06-08,29.7,33.3,26.6,0.80,92,73,17.1
2020-06-09,29.8,34.0,25.8,2.00,95,74,18.8
2020-06-10,28.5,32.5,26.1,16.90,91,80,10.4
2020-06-11,26.9,29.6,25.1,45.90,97,88,18.9
2020-06-12,26.3,27.5,25.9,20.40,93,90,18.0
2020-06-13,27.8,30.8,25.3,9.50,96,86,16.3
2020-06-14,28.4,31.8,25.9,1.80,92,80,18.4
2020-06-15,27.8,30.2,26.2,6.60,95,86,8.6
2020-06-16,28.8,31.7,25.7,2.00,95,80,9.5
2020-06-17,29.0,32.2,26.0,0.90,94,80,10.2
2020-06-18,28.6,32.2,25.9,7.20,94,82,11.4
2020-06-19,27.0,29.6,25.1,11.50,94,87,7.4
2020-06-20,27.9,30.5,26.1,3.60,97,85,12.3
2020-06-21,28.8,31.9,26.4,0.40,98,83,10.0
2020-06-22,29.2,32.5,26.0,3.30,95,81,11.0
2020-06-23,28.9,32.4,26.7,5.50,92,83,14.7
2020-06-24,29.1,32.5,26.5,2.20,93,80,11.8
2020-06-25,28.4,32.4,25.5,5.30,96,83,15.0
2020-06-26,28.7,31.9,26.1,0.90,91,78,19.5
2020-06-27,28.2,31.8,25.4,9.20,93,80,19.6
2020-06-28,27.0,28.8,25.9,13.80,94,88,10.5
2020-06-29,28.0,30.2,25.6,12.00,94,82,26.6
2020-06-30,27.9,30.6,25.6,4.30,97,85,21.0
2020-07-01,28.8,31.6,25.6,0.00,95,77,15.6
2020-07-02,28.6,31.6,25.4,5.10,96,80,8.6
2020-07-03,28.7,32.7,25.3,7.30,93,77,15.8
2020-07-04,27.5,31.0,25.5,4.90,96,83,14.9
2020-07-05,27.7,30.0,25.2,16.90,94,83,9.5
2020-07-06,28.2,31.6,25.8,4.70,96,83,12.8
2020-07-07,29.4,33.0,25.9,0.90,99,76,13.0
2020-07-08,29.0,32.6,26.1,3.70,96,81,11.8
2020-07-09,28.7,32.8,25.8,13.30,97,82,12.2
2020-07-10,28.0,32.6,24.9,23.50,93,82,11.0
2020-07-11,27.4,31.5,25.2,10.80,96,84,9.7
2020-07-12,28.4,31.0,26.1,6.80,93,82,10.5
2020-07-13,26.9,27.7,25.8,18.00,98,90,12.1
2020-07-14,28.9,31.3,26.0,1.00,98,80,10.3
2020-07-15,28.6,32.1,25.5,3.30,96,83,9.7
2020-07-16,29.3,32.0,26.8,0.90,90,74,18.7
2020-07-17,28.9,32.5,25.3,5.30,96,80,15.3
2020-07-18,29.0,33.3,25.5,0.00,94,75,18.8
2020-07-19,28.8,31.9,26.2,1.50,86,75,16.6
2020-07-20,27.7,30.6,25.1,3.40,96,83,17.9
2020-07-21,28.1,31.4,25.5,13.60,97,83,12.5
2020-07-22,28.9,32.0,26.4,0.80,93,79,11.2
2020-07-23,28.9,33.0,25.5,2.60,97,79,12.4
2020-07-24,28.2,31.6,25.9,8.40,94,82,12.5
2020-07-25,28.0,31.6,25.7,6.20,96,83,13.3
2020-07-26,28.1,32.0,25.3,13.20,95,82,8.7
2020-07-27,27.6,31.8,24.9,17.10,96,84,7.8
2020-07-28,27.0,29.5,25.1,6.80,99,88,11.1
2020-07-29,26.4,28.1,25.0,88.20,96,89,13.2
2020-07-30,26.6,28.2,25.9,34.90,95,90,10.9
2020-07-31,27.2,29.0,26.1,9.10,96,89,11.0
2020-08-01,27.0,29.6,25.9,9.90,96,89,11.8
2020-08-02,26.3,27.3,24.1,4.30,97,89,8.0
2020-08-03,28.2,31.2,25.6,0.70,98,81,12.0
2020-08-04,28.3,31.6,25.5,1.90,96,82,11.4
2020-08-05,28.0,31.7,25.5,2.20,94,82,19.1
2020-08-06,27.6,30.5,25.4,7.40,96,85,13.0
2020-08-07,26.9,29.4,25.6,21.80,94,89,14.8
2020-08-08,26.6,27.6,26.0,26.00,94,90,15.2
2020-08-09,26.8,28.7,25.9,11.70,92,88,19.8
2020-08-10,27.7,30.4,25.1,2.80,97,85,14.5
2020-08-11,27.8,31.2,25.6,0.10,96,87,16.1
2020-08-12,27.6,30.0,25.2,1.50,98,86,7.8
2020-08-13,27.1,30.3,25.0,12.60,96,87,7.9
2020-08-14,26.4,28.8,24.6,14.70,95,87,9.0
2020-08-15,27.0,29.3,25.3,11.50,97,88,10.0
2020-08-16,27.2,29.5,25.5,7.00,96,87,6.4
2020-08-17,27.4,29.6,25.5,4.50,96,86,12.9
2020-08-18,26.9,30.0,24.9,19.20,98,88,11.2
2020-08-19,26.5,29.0,24.8,80.50,96,89,14.0
2020-08-20,26.4,27.5,25.8,14.90,92,89,9.2
2020-08-21,27.2,29.1,25.3,2.20,98,88,20.4
2020-08-22,27.8,30.0,25.8,8.20,96,87,14.2
2020-08-23,28.4,30.4,26.1,0.80,95,84,14.7
2020-08-24,28.5,30.6,26.4,1.50,94,82,21.1
2020-08-25,28.8,31.0,27.3,0.20,90,82,22.0
2020-08-26,28.4,30.6,25.2,2.70,100,82,25.7
2020-08-27,28.6,30.8,26.5,0.70,92,80,19.7
2020-08-28,28.8,30.5,27.8,0.80,87,81,19.3
2020-08-29,28.4,29.6,26.8,3.20,89,82,16.1
2020-08-30,27.1,28.6,25.8,16.20,93,89,18.1
2020-08-31,27.2,29.5,25.5,13.70,94,86,20.7
2020-09-01,27.6,29.8,25.7,2.90,96,85,22.4
2020-09-02,28.0,30.0,25.8,0.30,97,86,18.4
2020-09-03,28.5,31.5,26.1,2.40,95,83,12.3
2020-09-04,28.5,31.5,26.0,2.70,98,84,10.4
2020-09-05,28.6,31.1,26.4,5.20,94,84,12.6
2020-09-06,28.0,30.2,26.2,5.90,94,86,13.0
2020-09-07,27.5,31.1,25.2,6.10,97,87,10.8
2020-09-08,28.1,31.6,25.2,2.10,98,85,11.7
2020-09-09,28.1,30.9,25.5,2.40,98,86,9.7
2020-09-10,27.8,31.0,25.2,4.00,95,85,9.2
2020-09-11,27.9,31.2,25.2,9.50,95,85,10.0
2020-09-12,27.3,29.1,25.2,2.40,97,88,11.8
2020-09-13,28.7,31.2,26.4,0.80,97,83,12.2
2020-09-14,27.9,30.9,26.1,7.50,95,86,8.4
2020-09-15,27.0,28.6,26.0,11.00,91,88,15.2
2020-09-16,26.9,29.5,25.7,18.20,95,88,20.6
2020-09-17,26.3,27.0,24.8,7.50,96,92,20.1
2020-09-18,26.9,29.2,25.0,3.10,95,87,14.0
2020-09-19,27.4,29.6,25.2,0.00,97,87,8.7
2020-09-20,28.2,30.5,25.5,2.40,95,85,9.0
2020-09-21,28.3,30.7,25.8,1.30,96,85,10.5
2020-09-22,28.0,30.6,25.4,2.10,96,82,11.8
2020-09-23,26.9,30.2,24.8,29.60,97,87,12.4
2020-09-24,27.2,30.0,25.5,17.20,96,87,14.8
2020-09-25,26.8,30.0,25.2,18.90,94,89,8.9
2020-09-26,27.6,30.8,25.1,3.60,99,87,12.9
2020-09-27,28.5,31.6,25.6,1.20,100,84,11.7
2020-09-28,27.8,30.9,25.4,7.30,95,84,13.8
2020-09-29,27.3,30.2,25.7,6.80,94,85,16.8
2020-09-30,28.1,30.2,26.1,3.80,95,84,11.6
2020-10-01,27.8,31.0,25.6,13.50,95,85,11.5
2020-10-02,27.4,30.1,24.8,14.30,95,85,8.6
2020-10-03,27.2,30.0,25.0,5.60,97,86,11.5
2020-10-04,28.0,31.3,25.5,4.90,95,84,11.8
2020-10-05,28.0,30.9,26.2,1.40,95,85,7.0
2020-10-06,27.7,30.1,25.8,17.00,97,87,9.3
2020-10-07,27.1,30.1,25.8,9.20,95,89,10.7
2020-10-08,27.4,30.4,25.5,6.50,95,86,9.9
2020-10-09,26.4,27.3,25.0,15.90,96,90,11.9
2020-10-10,26.7,29.2,25.5,25.60,94,89,18.1
2020-10-11,26.0,27.4,25.0,30.00,96,92,18.5
2020-10-12,26.7,28.4,25.4,6.50,95,90,12.2
2020-10-13,26.7,30.1,24.6,3.80,98,89,10.5
2020-10-14,25.4,26.3,24.5,46.20,96,92,24.0
2020-10-15,27.2,30.3,25.1,0.50,93,82,20.8
2020-10-16,27.6,30.8,25.0,2.50,97,84,16.8
2020-10-17,26.5,28.9,24.9,10.90,96,89,7.7
2020-10-18,26.1,27.5,24.6,2.60,99,92,9.4
2020-10-19,28.0,31.8,25.4,1.40,93,81,11.3
2020-10-20,26.3,27.0,25.9,108.30,94,91,30.6
2020-10-21,27.0,28.6,25.6,8.80,93,87,22.7
2020-10-22,27.4,30.2,25.2,10.80,95,87,20.2
2020-10-23,26.8,29.0,25.4,15.10,98,90,18.0
2020-10-24,26.4,29.4,24.5,19.50,98,91,17.1
2020-10-25,26.6,28.9,25.0,20.20,93,87,31.6
2020-10-26,26.3,28.5,25.4,19.20,92,86,35.5
2020-10-27,26.3,28.8,24.5,5.20,95,89,17.9
2020-10-28,26.7,30.3,23.6,4.30,99,88,12.5
2020-10-29,26.9,29.1,24.8,0.60,97,87,11.9
2020-10-30,27.8,31.6,25.5,0.90,98,82,10.3
2020-10-31,27.5,31.3,24.5,1.20,92,77,17.6
2020-11-01,24.8,26.0,23.8,31.90,93,86,37.5
2020-11-02,26.9,29.8,24.1,0.40,97,84,14.3
2020-11-03,27.1,30.1,25.2,12.90,96,87,8.9
2020-11-04,26.1,28.3,24.8,17.00,97,91,11.2
2020-11-05,26.6,29.2,24.1,3.90,97,87,8.2
2020-11-06,27.4,30.5,24.7,1.90,96,84,7.3
2020-11-07,26.5,30.0,24.3,13.90,94,85,24.4
2020-11-08,27.0,30.3,25.0,4.60,94,85,22.1
2020-11-09,26.3,28.5,24.4,7.40,99,91,8.8
2020-11-10,26.4,28.1,24.4,3.50,96,90,9.8
2020-11-11,26.9,28.2,25.8,165.80,92,86,62.6
2020-11-12,26.3,27.0,25.6,56.60,92,88,36.4
2020-11-13,27.5,30.7,24.8,1.90,94,83,22.2
2020-11-14,27.3,30.8,24.3,0.80,99,85,13.5
2020-11-15,27.4,31.4,24.4,1.00,99,85,11.9
2020-11-16,27.2,30.0,24.4,1.20,98,84,9.9
2020-11-17,27.2,30.4,24.1,1.00,98,84,10.2
2020-11-18,27.3,30.6,24.5,0.30,98,83,11.5
2020-11-19,26.9,30.2,23.9,1.20,98,86,8.4
2020-11-20,27.2,30.2,24.0,0.90,99,86,8.0
2020-11-21,27.0,31.2,23.7,0.50,97,79,14.2
2020-11-22,26.7,30.9,23.6,0.30,92,74,15.3
2020-11-23,26.6,30.4,23.8,0.00,92,75,24.6
2020-11-24,26.3,31.0,23.1,0.00,94,77,17.4
2020-11-25,26.3,30.8,23.1,0.00,99,77,19.7
2020-11-26,27.1,30.8,24.5,2.20,96,78,18.7
2020-11-27,26.4,28.1,24.5,1.30,100,91,10.9
2020-11-28,26.7,29.2,24.4,3.20,100,89,5.2
2020-11-29,25.9,28.0,24.3,16.00,99,91,14.8
2020-11-30,26.0,29.8,22.2,0.80,88,74,21.4
2020-12-01,26.7,30.8,24.0,0.00,85,72,20.1
2020-12-02,26.8,29.2,24.8,0.60,97,84,13.2
2020-12-03,26.9,29.1,24.9,6.40,96,87,10.4
2020-12-04,26.3,28.7,24.9,3.10,97,87,10.8
2020-12-05,26.5,28.9,24.8,2.50,98,89,11.1
2020-12-06,27.1,29.5,24.6,2.00,99,88,8.2
2020-12-07,26.0,27.4,24.8,7.90,96,91,9.7
